,title,year,genre,mix,bpm,artist
53,Are You Sure,2015,Country,—,84,Kacey Musgraves ft. Willie Nelson
54,Can't Help Myself,2007,—,Digital Dog Extended Club Mix,126,Kaci
55,Can't Help Myself,2007,—,Dave Aude Radio Edit,125,Kaci
56,Can't Help Myself,2007,—,Aurora Remix,127,Kaci
57,Intervention Divine,2002,—,—,105,Kaci
58,I Will Learn To Love Again,2005,—,Mixshow Mix,134,Kaci
59,I Will Learn To Love Again,2005,—,Movie Version,134,Kaci
60,Just An Old Boyfriend,2002,—,—,95,Kaci
61,Paradise,2004,Top 40,—,113,Kaci
62,Crazy Possessive,2009,Top 40,Clean Version,136,Kaci Battaglia
63,Crazy Possessive,2009,—,—,136,Kaci Battaglia
64,Crazy Possessive,2009,—,Mess U Up Mix,136,Kaci Battaglia
65,Crazy Possessive,2009,—,Radio Edit,136,Kaci Battaglia
66,Crazy Possessive,2009,Top 40,Explicit Version,136,Kaci Battaglia
67,Crazy Possessive,2009,—,Cahill Extended Mix,130,Kaci Battaglia
68,Body Shots,2010,—,Dave Aude Club Edit*,128,Kaci Battaglia ft. Ludacris
69,Body Shots,2010,Top 40, Clean Edit,122,Kaci Battaglia ft. Ludacris
70,Body Shots,2010,Dance,Dave Aude Radio Edit,128,Kaci Battaglia ft. Ludacris
71,Body Shots,2010,—,Dave Aude Club Mix,128,Kaci Battaglia ft. Ludacris
72,Body Shots,2010,Top 40,—,122,Kaci Battaglia ft. Ludacris
73,Body Shots,2010,Dance,Dave Aude Club Mix*,128,Kaci Battaglia ft. Ludacris
74,Instigator,2006,—,Gomi Club Mix,132,Kaci Brown
75,Instigator,2006,Dance,—,82,Kaci Brown
76,Unbelievable,2006,—,Chris Cox Club Anthem,128,Kaci Brown
77,Unbelievable,2005,Top 40,—,63,Kaci Brown
78,Rebellious,1998,—,—,94,Kacy Crowley
79,Arm's Length,2015,Alternative,—,98,Kacy Hill
80,Hard To Love,2017,Alternative,—,139,Kacy Hill
81,Maior Amor,2003,Gospel,Remix,114,Kades Singers
82,Sacala,2014,—,—,81,Kadmiel Acosta
83,Beautiful Disaster,2012,Top 40,—,125,Kady Z
84,Crashing Down,2013,—,Noise Freakz Club Mix,128,Kady Z
85,Crashing Down,2013,Top 40,—,74,Kady Z
86,Crush Gone Wrong,2013,—,Cahill Club Mix,130,Kady Z
87,Crush Gone Wrong,2013,Top 40,—,75,Kady Z
88,One Million Pieces,2013,—,Ted Fiction Club Mix,128,Kady Z
89,Dolphin,2007,J-Pop,—,80,Kaela Kimura
90,Ground Control,2007,J-Pop,Album Mix,165,Kaela Kimura
91,JOEY BOY,2007,J-Pop,—,160,Kaela Kimura
92,Kirin Tan,2007,J-Pop,—,132,Kaela Kimura
93,L.drunk,2007,J-Pop,—,188,Kaela Kimura
94,Magic Music,2006,J-Pop,—,137,Kaela Kimura
95,Scratch,2007,J-Pop,—,101,Kaela Kimura
96,Snowdome,2007,J-Pop,—,128,Kaela Kimura
97,Sweetie,2007,J-Pop,—,81,Kaela Kimura
98,SWINGING LONDON,2007,J-Pop,—,88,Kaela Kimura
99,,,,,,
100,TREE CLIMBERS,2006,J-Pop,—,160,Kaela Kimura
101,Wani To Kotori,2007,J-Pop,—,127,Kaela Kimura
102,She Ready Now,2011,—,(Explicit),90,Kafani ft. Aktual
103,Get That Dough,2010,—,(Explicit),77,Kafani ft. Dorrough
104,Get That Dough,2010,—,(Explicit),77,Kafani ft. Dorrough
105,Fast (Like A NASCAR),2007,—,Explicit,104,Kafani ft. Keak Da Sneak
106,Fast (Like A NASCAR),2007,Urban,—,103,Kafani ft. Keak Da Sneak
107,Fast (Like A NASCAR),2007,—,Explicit,104,Kafani ft. Keak Da Sneak
108,Fast (Like A NASCAR),2007,Urban,—,103,Kafani ft. Keak Da Sneak
109,Say You'll Stay,1998,—,—,60,Kai
110,Something Inside Me,1998,—,—,104,Kai
111,Hold Out The Light,2019,Urban,—,79,Kai Exos
112,Crazy Love,2013,Dance,—,128,Kaiia vs Manilla Maniacs
113,What I Am,2018,Dance,Lyric Video,119,Kai Jack
114,F**k U,2018,Rock,Explicit,82,Kailee Morgue
115,F**k U,2018,Top 40,—,82,Kailee Morgue
116,Siren,2018,Rock,—,73,Kailee Morgue
117,Country Love Song,2014,Country,—,131,Kailey Swanson
118,Everyday I Love You Less And Less,2017,Pop,—,80,Kaiser Chiefs
119,Falling Awake,2015,Alternative, Quick Edit,120,Kaiser Chiefs
120,Falling Awake,2015,Alternative,—,120,Kaiser Chiefs
121,Good Days Bad Days,2009,—,—,111,Kaiser Chiefs
122,I Predict A Riot,2005,Rock,—,158,Kaiser Chiefs
123,Kinda Girl You Are,2011,—,—,166,Kaiser Chiefs
124,Listen To Your Head,2012,Rock,—,92,Kaiser Chiefs
125,Never Miss A Beat,2008,—,—,156,Kaiser Chiefs
126,Oh My God,2005,—,—,90,Kaiser Chiefs
127,On The Run,2012,—,—,102,Kaiser Chiefs
128,,,,,,
129,Ruby,2007,—,—,94,Kaiser Chiefs
130,Altocumulus Floccus,2008,—,Piemont Remix,126,Kaiser Souzai
131,I Just Wanna Dance,2016,House,Extended Mix,123,Kai Song ft. Mindy Gledhill
132,The Promethean Groove,1999,—,Original Mix,131,Kaistar
133,Burn,2015,Country,—,104,Kaitlyn Baker
134,Til Death Do Us Part,2013,Top 40,—,68,Kait Weston
135,Under The Moon,—,—,Under The Influence,106,KAJ
136,Too Shy,2016,Pop,—,108,Kajagoogoo
137,Turn Your Back On Me,2018,Pop,—,110,Kajagoogoo
138,Hello,2014,Top 40,—,124,KAJ Brothers
139,Playing With Pink Noise,2005,—,—,142,Kaki King
140,Yellowcake,2006,—,—,112,Kaki King
141,Te Exitare,2004,Latin Pop,—,95,Kakoteo Mix ft. Valerie
142,Rave Till Sunlight,2014,Dancehall,Clean,100,Kalado
143,Slow Train Coming,2017,—,—,131,Kala James
144,Awake In A Dream,2005,Rock,219 Days,84,Kalan Porter
145,Jingo,2000,—,Aqua Marine Mix,124,Kalawang
146,La Fiera,2009,Reggaeton,—,93,Kalbo
147,Mi Cama Huele a Ti,2011,—,—,128,Kalcomania
148,By My Side,2017,Dance,—,72,Kaleem Taylor
149,Stronger Than I've Ever Been,2018,Top 40,Piano Edit,121,Kaleena Zanders
150,Die Tryin',2017,Rock,—,83,Kaleido
151,My Enemy,2018,Rock,—,75,Kaleido
152,Pretending,2019,Rock,—,80,Kaleido
153,Kiss The Cup,2014,Rock,Lyric Video,150,Kaleko
154,All The Pretty Girls,2017,Alternative,—,77,Kaleo
155,I Want More,2020,AlternRock,—,98,Kaleo
156,No Good,2017,AlternRock,—,108,Kaleo
157,Vor i Vaglaskogi,2017,Rock,—,122,Kaleo
158,Way Down We Go,2016,Rock,—,81,Kaleo
159,Don't You Know,2007,—,Main Mix,126,K. Alexi
160,All I Ever Wanted,2003,—,—,120,Kaley
161,Big Way,2002,—,—,89,Kaley
162,Hillbillie,2002,—,—,144,Kaley
163,Mama Teachings,2010,—,—,73,Kali Blaxx
164,So Beautiful,2017,Country,—,80,Kalidas
165,Two Hands,2018,—,—,88,Kalie Shorr
166,How We Live,2004,Urban,—,68,Kali Fam
167,La Placa,2012,Reggaeton,Version Dembow,113,Kali Kali
168,Antes De Ti,2009,—,—,108,Kalimba
169,Duele (Crazy),2007,—,—,64,Kalimba
170,Jamas,2008,—,—,128,Kalimba
171,No Me Quiero Enamorar,2004,—,Remix,136,Kalimba
172,No Me Quiero Enamorar,2004,Latin Pop,—,69,Kalimba
173,Se Te Olvido,2009,—,—,57,Kalimba
174,Solo Dejate Amar,2007,—,—,76,Kalimba
175,Cae La Noche,2013,Merengue Mambo,—,132,Kalimete
176,Como Ella Lo Baila,2007,—,—,152,Kalimete
177,Dale Con To',2011,—,—,132,Kalimete
178,De Otro Planeta,2009,—,—,135,Kalimete
179,El Dueno Del Asiento,2009,—,—,198,Kalimete
180,Ella No Ta' En Eso,2011,Merengue Mambo,—,130,Kalimete
181,El Perdon,2015,Merengue Mambo,—,115,Kalimete
182,El Pum,2011,Merengue Mambo,Radio Edit,130,Kalimete
183,Interezada,2013,Merengue Mambo,—,132,Kalimete
184,Mezcla Sensual,2010,Merengue Mambo,—,140,Kalimete
185,,,,,,
186,Pau Pau,2014,Merengue Mambo,—,120,Kalimete
187,Selfie,2014,Merengue Mambo,—,65,Kalimete
188,Taka Taka,2009,—,—,195,Kalimete
189,Sueltala,2020,Merengue Mambo,Remix,132,Kalimete ft. Fulanito
190,Ella No Ta En Eso,2011,—,Version Radio Techno,130,Kalimete ft. Gocho
191,Ella No Ta En Eso,2011,—,—,130,Kalimete ft. Gocho
192,Ella No Ta En Eso,2011,Merengue Mambo,Merengue Remix,130,Kalimete ft. Gocho
193,Taka Taka,2008,—,DJ Lex Remix,194,Kalimete ft. Tony Armas
194,Yen,2017,Techno,Original Mix,126,KaliMike
195,Yen,2017,Techno,Original Mix,126,KaliMike
196,Yen,2017,Techno,Original Mix,126,KaliMike
197,Kids,2016,Country,—,70,Kali Rose ft. Gary Chapman
198,Slide By R Way,2004,Urban,—,103,Kali's Finest ft. Kurupt
199,Slide By R Way,2004,Urban,—,103,Kali's Finest ft. Kurupt
200,Back Home,—,Pop,—,150,Kalkbrenner
201,Oasis,2019,Christian,—,81,kalley
202,More Time,2019,Country,—,77,Kalsey Kulyk
203,Again,—,—,—,71,Kalte Farben
204,Drywet,—,—,—,121,Kalte Farben
205,Elesde,—,—,—,150,Kalte Farben
206,Flower Industry,—,—,—,80,Kalte Farben
207,Nyztwoc,—,—,—,121,Kalte Farben
208,Opium,—,—,Defined Cluster Edit,137,Kalte Farben
209,Opium,—,—,Fractals,136,Kalte Farben
210,Overdrive,—,—,—,141,Kalte Farben
211,Suckers,—,—,—,133,Kalte Farben
212,Solo Tu Y Yo,2013,Reggaeton,—,83,Kaltri
213,El Corazon No Piensa,2017,—,—,90,Kalubah ft. Lenny Tavarez
214,El Corazon No Piensa,2017,—,—,90,Kalubah ft. Lenny Tavarez
215,El Corazon No Piensa,2017,—,—,90,Kalubah ft. Lenny Tavarez
216,El Corazon No Piensa,2017,—,—,90,Kalubah ft. Lenny Tavarez
217,Gimme What I Want,2005,—,—,101,Kamaflaj
218,Get Ratchet,2020,Hip-Hop,PO Clean Edit,98,Kamaiyah ft. J. Espinosa
219,Arrhythmia,2012,—,Wideboys Club Mix,129,Kamaliya
220,Butterflies,2012,—,Andi Durrant & Steve More Club Mix,128,Kamaliya
221,Crazy In My Heart,2012,—,Digital Dog Club Mix,126,Kamaliya
222,"Never Wanna Hurt You (Bad Love, Baby)",2014,Top 40,—,118,Kamaliya
223,Rising Up,2012,—,Cahill Club Mix,128,Kamaliya
224,Refugee,2010,—,Josh Harris Re-Loaded Dance Remix,128,Kamarova
225,Jambo,2016,Urban,—,128,KAMAU
226,Forever,—,Metal,—,175,Kamelot
227,March Of Memphisto,2005,Rock,—,96,Kamelot
228,The Haunting (Somewhere In Time),2005,—,—,121,Kamelot
229,The Human Stain,2007,—,—,130,Kamelot
230,When The Lights Are Down,—,Rock,—,170,Kamelot
231,Forever,—,Metal,—,175,Kamelot
232,March Of Memphisto,2005,Rock,—,96,Kamelot
233,The Haunting (Somewhere In Time),2005,—,—,121,Kamelot
234,The Human Stain,2007,—,—,130,Kamelot
235,When The Lights Are Down,—,Rock,—,170,Kamelot
236,The Down Low,2016,Dance,Original Mix,126,Kameo x Freefall
237,Lies,2007,—,Markus Schulz Radio Edit,133,Kamera
238,Lies,2008,—,Morgan Page Vocal Remix,127,Kamera
239,Drastik,—,Hip-Hop,—,95,Kami Feat. Tick And Mafesto
240,Don't Answer,2019,R&B,Clean,72,KAMILLE ft. Wiley
241,Don't Answer,2019,R&B,PO Quick Edit,72,KAMILLE ft. Wiley
242,Don't Answer,2019,R&B,PO Intro Edit,72,KAMILLE ft. Wiley
243,I Heart Banana,2018,Urban,—,76,KaMillion
244,Moments,2017,House,Extended Mix,125,Kamino ft. David Lei Brandt
245,When The Lights Are Down,2011,—,Bruno Robles Extended Vocal Mix,128,Kamouflage ft. LP
246,When The Lights Are Down,2011,—,Bruno Robles Mixshow Dub,128,Kamouflage ft. LP
247,When The Lights Are Down,2011,Dance,Bruno Robles Radio Edit,127,Kamouflage ft. LP
248,Quiero Dormir Cansado,2008,—,—,124,Kampesino Musical
249,What's Your Game?,2004,—,Original Mix,135,Kananga
250,Cheatin' On Me,2000,—,—,63,Kandi
251,Don't Think I'm Not,2000,—,Album Version,67,Kandi
252,Don't Think I'm Not,2005,Dance,Maurice Joshua's Club Edit,130,Kandi
253,Don't Think I'm Not,2005,—,—,137,Kandi
254,Leave U,2010,—,Main Version,56,Kandi
255,Leave U,2010,—,—,56,Kandi
256,Let Me Down,2020,Dance,—,124,KANDY
257,Upside Down,2020,Dance,—,124,KANDY
258,Keeping Secrets,2019,Dance,Lyric Video,124,KANDY ft. Madison Rose
259,Keeping Secrets,2019,Dance,—,124,KANDY ft. Madison Rose
260,Love Invasion,2009,—,—,137,Kandystand
261,Thunder In The Rain,2016,Country,Promo Only Quick Edit,110,Kane Brown
262,Thunder In The Rain,2016,Country,Promo Only Lyric Video Quick Edit*,111,Kane Brown
263,Thunder In The Rain,2017,Country,—,111,Kane Brown
264,Thunder In The Rain,2016,Country,Lyric Video Quick Edit,111,Kane Brown
265,Used To Love You Sober,2016,Country,—,74,Kane Brown
266,Used To Love You Sober,2016,Country,Version 2,74,Kane Brown
267,Lost In The Middle Of Nowhere,2019,Country,English Version,86,Kane Brown ft. Becky G
268,Lost In The Middle Of Nowhere,2019,Country,Spanish Remix,86,Kane Brown ft. Becky G
269,What Ifs,2017,Country,Lyric Video,63,Kane Brown ft. Lauren Alaina
270,What Ifs,2017,Country,—,63,Kane Brown ft. Lauren Alaina
271,Dark Boogie #7,2008,—,—,122,Kane Welch Kaplin
272,Aw I Know,2015,Hip-Hop,Mario Mayhall,130,Kang Mojo
273,Cookies,2015,Hip-Hop,Mario Mayhall,150,Kang Mojo
274,I Been,2015,Hip-Hop,Mario Mayhall,120,Kang Mojo
275,Major Problems,2016,Hip-Hop,—,130,Kang Mojo
276,Pray,2015,Urban,—,85,Kanin
277,I Found Love (Just In Time For Christmas),2014,Pop,2014 Remix,75,Kanisha K
278,I'll Be Home For Christmas,2015,Urban,—,66,Kanisha K
279,Oh Damn Yeah,2015,Pop,—,83,Kanisha K
280,Robot Sexology,2007,—,R-Kan Remix,130,Kannamix
281,Robot Sexology,2007,—,R-Kan Remix,130,Kannamix
282,I'm Ready,—,—,—,126,Kano
283,El Paso Del Gigante,2002,—,—,89,Kanon
284,Hablame De Amor,2000,—,—,90,Kanon
285,"Por Ti, Por Mi",2001,—,—,96,Kanon
286,Carry On Wayward Son,1976,Progressive Rock,—,127,Kansas
287,Dust In The Wind,2016,Rock,—,104,Kansas
288,Island In The Rain,2002,—,Jaimy & Kenny D. Remix,129,Kansas
289,Rhythm In The Spirit,2017,Rock,—,76,Kansas
290,Ke Lo Ke,2016,Reggaeton,—,87,Kanti Y Riko
291,Ke Lo Ke,2016,Reggaeton,—,87,Kanti Y Riko
292,Bonita Bebe,2015,Reggaeton,—,89,Kanti Y Riko ft. Farruko
293,Bonita Bebe,2015,Reggaeton,—,89,Kanti Y Riko ft. Farruko
294,De Copas A Un Beso,2016,Reggaeton,—,88,Kanti Y Riko ft. Jory Boy
295,G-slide,1998,—,Clean,99,Ka'Nut
296,Like I Need You,2014,Top 40,—,115,Kan Wakan
297,Yikes,2018,Hip-Hop,Explicit,87,Kanye West
298,Breath In Breathe Out,—,—,—,90,Kanye West Feat Ludacris
299,Breath In Breathe Out,—,—,—,90,Kanye West Feat Ludacris
300,Breath In Breathe Out,—,—,—,90,Kanye West Feat Ludacris
301,Heard 'Em Say,2005,—,—,95,Kanye West ft. Adam Levine
302,Heard 'Em Say,2005,Urban,PO Clean Edit,95,Kanye West ft. Adam Levine
303,Heard 'Em Say,2006,Urban,EXPLICIT,95,Kanye West ft. Adam Levine
304,Heard 'Em Say,2005,—,—,95,Kanye West ft. Adam Levine
305,Heard 'Em Say,2005,Urban,PO Clean Edit,95,Kanye West ft. Adam Levine
306,Heard 'Em Say,2006,Urban,EXPLICIT,95,Kanye West ft. Adam Levine
307,Homecoming,2008,—,—,87,Kanye West ft. Chris Martin
308,Homecoming,2008,—,Explicit,87,Kanye West ft. Chris Martin
309,Homecoming,2008,—,Clean,87,Kanye West ft. Chris Martin
310,Stronger,2017,—,Intro Edit,104,Kanye West ft. Daft Punk
311,Stronger,2017,—,Quick Edit,104,Kanye West ft. Daft Punk
312,Stronger,2007,Urban,—,104,Kanye West ft. Daft Punk
313,Cold,2012,—, Clean Edit,80,Kanye West ft. DJ Khaled
314,Cold,2012,—, Clean Edit,80,Kanye West ft. DJ Khaled
315,Flashing Lights,2008,—,Clean,92,Kanye West ft. Dwele
316,Flashing Lights,2008,—,Instrumental,92,Kanye West ft. Dwele
317,Flashing Lights,2008,—,—,92,Kanye West ft. Dwele
318,Power,2010,Urban, Clean Edit,77,Kanye West ft. Dwele
319,Power,2010,—,—,77,Kanye West ft. Dwele
320,Gold Digger,2005,Top 40,PO Clean Edit,92,Kanye West ft. Jamie Foxx
321,Gold Digger,2014,—, Quick Edit*,92,Kanye West ft. Jamie Foxx
322,Gold Digger,2014,—,—,92,Kanye West ft. Jamie Foxx
323,Diamonds,2005,—,—,97,Kanye West ft. Jay-Z
324,Diamonds,2005,—,Remix,97,Kanye West ft. Jay-Z
325,Diamonds,2005,—,—,97,Kanye West ft. Jay-Z
326,Diamonds,2005,—,Remix,97,Kanye West ft. Jay-Z
327,All Day,2015,Hip-Hop, Quick Edit - Remix,62,Kanye West ft. Kendrick Lamar
328,All Day,2015,Hip-Hop,Explicit - Remix,62,Kanye West ft. Kendrick Lamar
329,All Day,2015,Hip-Hop, Clean Edit - Remix,62,Kanye West ft. Kendrick Lamar
330,All Day,2015,Hip-Hop, - Remix,62,Kanye West ft. Kendrick Lamar
331,No More Parties In L.A.,2016,Hip-Hop,Explicit,94,Kanye West ft. Kendrick Lamar
332,Father Stretch My Hands Pt 1,2016,Hip-Hop,Clean,56,Kanye West ft. Kid Cudi
333,Father Stretch My Hands Pt 1,2016,Hip-Hop,Explicit,56,Kanye West ft. Kid Cudi
334,Welcome To Heartbreak,2009,Urban,—,96,Kanye West ft. Kid Cudi
335,See You In My Nightmares,2009,—,—,62,Kanye West ft. Lil Wayne
336,Touch The Sky,2006,Urban,PO Clean Edit (Album Version),107,Kanye West ft. Lupe Fiasco
337,Touch The Sky,2006,—,Album Version( Clean Edit),107,Kanye West ft. Lupe Fiasco
338,Touch The Sky,2006,Urban,—,95,Kanye West ft. Lupe Fiasco
339,Jesus Walks,2004,—,Remix,87,Kanye West ft. Mase
340,Paranoid,2009,—,—,115,Kanye West ft. Mr. Hudson
341,Paranoid,2009,—,Clean,115,Kanye West ft. Mr. Hudson
342,Paranoid,2009,—,—,115,Kanye West ft. Mr. Hudson
343,Paranoid,2009,—,Clean,115,Kanye West ft. Mr. Hudson
344,Paranoid,2009,—,—,115,Kanye West ft. Mr. Hudson
345,Paranoid,2009,—,Clean,115,Kanye West ft. Mr. Hudson
346,Only One,2015,Pop,—,102,Kanye West ft. Paul McCartney
347,Runaway,2010,—,(Explicit),87,Kanye West ft. Pusha T
348,Runaway,2010,Urban,—,87,Kanye West ft. Pusha T
349,Runaway,2010,—,Clean,87,Kanye West ft. Pusha T
350,Runaway,2010,—,Super Clean,87,Kanye West ft. Pusha T
351,Runaway,2010,—, Super Clean Edit,87,Kanye West ft. Pusha T
352,Runaway,2010,—,(Explicit),87,Kanye West ft. Pusha T
353,Runaway,2010,Urban,—,87,Kanye West ft. Pusha T
354,Runaway,2010,—,Clean,87,Kanye West ft. Pusha T
355,Runaway,2010,—,Super Clean,87,Kanye West ft. Pusha T
356,Runaway,2010,—, Super Clean Edit,87,Kanye West ft. Pusha T
357,Runaway,2010,—,(Explicit),87,Kanye West ft. Pusha T
358,Runaway,2010,Urban,—,87,Kanye West ft. Pusha T
359,Runaway,2010,—,Clean,87,Kanye West ft. Pusha T
360,Runaway,2010,—,Super Clean,87,Kanye West ft. Pusha T
361,Runaway,2010,—, Super Clean Edit,87,Kanye West ft. Pusha T
362,All Of The Lights,2010,—,Super Clean Edit,71,Kanye West ft. Rihanna
363,All Of The Lights,2010,—,—,71,Kanye West ft. Rihanna
364,All Of The Lights,2011,—,Album Version,71,Kanye West ft. Rihanna
365,Famous,2016,Urban,Explicit,90,Kanye West ft. Rihanna
366,Famous,2016,Urban,Promo Only Explicit Intro Edit*,88,Kanye West ft. Rihanna
367,Famous,2016,Urban,Promo Only Explicit Quick Edit*,88,Kanye West ft. Rihanna
368,Famous,2016,Hip-Hop,—,90,Kanye West ft. Rihanna
369,Famous,2016,Hip-Hop, Quick Edit,90,Kanye West ft. Rihanna
370,Famous,2016,Hip-Hop, Clean Edit,90,Kanye West ft. Rihanna
371,All Of The Lights,2010,—,Super Clean Edit,71,Kanye West ft. Rihanna
372,All Of The Lights,2010,—,—,71,Kanye West ft. Rihanna
373,All Of The Lights,2011,—,Album Version,71,Kanye West ft. Rihanna
374,Famous,2016,Urban,Explicit,90,Kanye West ft. Rihanna
375,Famous,2016,Urban,Promo Only Explicit Intro Edit*,88,Kanye West ft. Rihanna
376,Famous,2016,Urban,Promo Only Explicit Quick Edit*,88,Kanye West ft. Rihanna
377,Famous,2016,Hip-Hop,—,90,Kanye West ft. Rihanna
378,Famous,2016,Hip-Hop, Quick Edit,90,Kanye West ft. Rihanna
379,Famous,2016,Hip-Hop, Clean Edit,90,Kanye West ft. Rihanna
380,All Falls Down,2004,Urban,—,91,Kanye West ft. Syleena Johnson
381,All Falls Down,2004,Urban,—,91,Kanye West ft. Syleena Johnson
382,Ye vs. The People,2018,—,PO Clean Edit,62,Kanye West ft. T.I.
383,Ye vs. The People,2018,—,Explicit,62,Kanye West ft. T.I.
384,Good Life,2007,—,Album Version,85,Kanye West ft. T-Pain
385,Good Life,2007,—,Explicit,85,Kanye West ft. T-Pain
386,Good Life,2007,Top 40,—,85,Kanye West ft. T-Pain
387,Real Friends,2016,Hip-Hop,Explicit,86,Kanye West ft. Ty Dolla $ign
388,Real Friends,2016,Hip-Hop,Instrumental,86,Kanye West ft. Ty Dolla $ign
389,Real Friends,2016,Hip-Hop, Clean Edit,86,Kanye West ft. Ty Dolla $ign
390,Real Friends,2016,Hip-Hop,—,86,Kanye West ft. Ty Dolla $ign
391,Real Friends,2016,Hip-Hop, Quick Edit,86,Kanye West ft. Ty Dolla $ign
392,Real Friends,2016,Hip-Hop,Explicit,86,Kanye West ft. Ty Dolla $ign
393,Real Friends,2016,Hip-Hop,Instrumental,86,Kanye West ft. Ty Dolla $ign
394,Real Friends,2016,Hip-Hop, Clean Edit,86,Kanye West ft. Ty Dolla $ign
395,Real Friends,2016,Hip-Hop,—,86,Kanye West ft. Ty Dolla $ign
396,Real Friends,2016,Hip-Hop, Quick Edit,86,Kanye West ft. Ty Dolla $ign
397,Real Friends,2016,Hip-Hop,Explicit,86,Kanye West ft. Ty Dolla $ign
398,Real Friends,2016,Hip-Hop,Instrumental,86,Kanye West ft. Ty Dolla $ign
399,Real Friends,2016,Hip-Hop, Clean Edit,86,Kanye West ft. Ty Dolla $ign
400,Real Friends,2016,Hip-Hop,—,86,Kanye West ft. Ty Dolla $ign
401,Real Friends,2016,Hip-Hop, Quick Edit,86,Kanye West ft. Ty Dolla $ign
402,Real Friends,2016,Hip-Hop,Explicit,86,Kanye West ft. Ty Dolla $ign
403,Real Friends,2016,Hip-Hop,Instrumental,86,Kanye West ft. Ty Dolla $ign
404,Real Friends,2016,Hip-Hop, Clean Edit,86,Kanye West ft. Ty Dolla $ign
405,Real Friends,2016,Hip-Hop,—,86,Kanye West ft. Ty Dolla $ign
406,Real Friends,2016,Hip-Hop, Quick Edit,86,Kanye West ft. Ty Dolla $ign
407,Amazing,2009,Urban,—,73,Kanye West ft. Young Jeezy
408,Amazing,2009,—,Album Version,73,Kanye West ft. Young Jeezy
409,Amazing,2009,Urban,—,73,Kanye West ft. Young Jeezy
410,Amazing,2009,—,Album Version,73,Kanye West ft. Young Jeezy
411,Amazing,2009,Urban,—,73,Kanye West ft. Young Jeezy
412,Amazing,2009,—,Album Version,73,Kanye West ft. Young Jeezy
