,title,year,genre,mix,bpm,artist
72,Desde Brasil,2004,—,—,78,Cafe Quijano
73,Tequila,2004,—,—,108,Cafe Quijano
74,I Fell In Love With Your Eyes,2020,Deep House,Vocal,115,Cafe Sol Y Mar
75,Aprovechate,2013,—,—,115,Cafe Tacuba
76,Eres,2004,Latin Pop,—,76,Cafe Tacuba
77,Esta Vez,2008,—,—,75,Cafe Tacuba
78,La Chica Banda,2005,Latin Pop,—,130,Cafe Tacuba
79,Maria,2005,—,Radio Edit,110,Cafe Tacuba
80,Mediodia,2005,Latin Pop,—,56,Cafe Tacuba
81,Mediodia,2005,—,Live,85,Cafe Tacuba
82,Quiero Ver,2012,—,—,85,Cafe Tacuba
83,Una Manana,2005,Latin Pop,—,58,Cafe Tacuba
84,Vamonos,2008,—,—,142,Cafe Tacuba
85,,,,,,
86,Volver A Comenzar,2007,—,—,130,Cafe Tacuba
87,Volver A Comenzar,2007,—,Radio Edit,130,Cafe Tacuba
88,Olita De Altamar,2013,—,—,90,Cafe Tacvba
89,Olita De Altamar,2013,—,—,90,Cafe Tacvba
90,54,1999,Hip-Hop,—,90,Cage
91,54 Seconds,—,—,—,100,Cage
92,I Never Knew You,2009,Rock,—,51,Cage
93,Forced,2009,—,Dave Spoon Remix,128,Cagedbaby
94,Forced,2009,—,Dave Spoon Remix,128,Cagedbaby
95,Shoot Frank,2006,Rock,Clean Version,95,Cage ft. Daryl Palumbo
96,Ready To Let Go,2019,Alternative,PO Intro Edit,101,Cage The Elephant
97,Ready To Let Go,2019,Rock,—,101,Cage The Elephant
98,Shake Me Down,2010,Alternative,—,104,Cage The Elephant
99,Social Cues,2019,AlternRock,PO Intro Edit,132,Cage The Elephant
100,Social Cues,2019,AlternRock,PO Quick Edit,132,Cage The Elephant
101,Social Cues,2019,AlternRock,—,132,Cage The Elephant
102,Take It Or Leave It,2014,Alternative,—,120,Cage The Elephant
103,Trouble,2016,Alternative,—,76,Cage The Elephant
104,Whole Wide World,2017,Alternative,—,121,Cage The Elephant
105,Night Running,2019,Rock,—,142,Cage The Elephant ft. Beck
106,Say My Name,2014,Urban,—,85,CA$H B
107,Trippin On You,2007,—,Thomas Gold & Dave Ramone Mix,128,Cahill
108,In Case I Fall,2011,—,Club Mix,128,Cahill ft. Joel Edwards
109,Crush On You,2011,—,Club Mix,128,Cahill ft. Nikki Belle
110,Take It Back,2012,—,Club Mix,125,Cahill ft. TY
111,Take It Back,2012,—,Ill Blu Dub Mix,134,Cahill ft. TY
112,Take It Back,2012,—,Club Mix,125,Cahill ft. TY
113,Take It Back,2012,—,Ill Blu Dub Mix,134,Cahill ft. TY
114,Cashin' Out,2012,—,(Explicit),65,Ca$h Out
115,Cashin' Out,2012,—,Instrumental,130,Ca$h Out
116,Cashin' Out,2012,Urban,—,65,Ca$h Out
117,Cashin' Out,2012,Urban, Benja Styles Intro Edit*,130,Ca$h Out
118,Cashin' Out,2012,Urban,Bejna Styles Remix,65,Ca$h Out
119,Cashin' Out,2012,Urban, DJ Mike D Intro Edit*,130,Ca$h Out
120,Cashin' Out,2012,Urban, Quick Edit,65,Ca$h Out
121,Cashin' Out,2012,Urban, Benja Styles Clean Edit - Remix,65,Ca$h Out
122,She Twerkin,2014,Hip-Hop,Explicit,71,Ca$h Out
123,She Twerkin,2014,Urban,EXPLICIT VERSION,71,Ca$h Out
124,,,,,,
125,She Twerkin,2014,Hip-Hop,Radio Edit,71,Ca$h Out
126,She Twerkin,2014,Urban,CLEAN VERSION,71,Ca$h Out
127,She Twerkin,2014,Hip-Hop,Instrumental,71,Ca$h Out
128,She Twerkin,2014,Hip-Hop, Quick Edit,71,Ca$h Out
129,She Twerkin,2014,Hip-Hop,—,71,Ca$h Out
130,Exclusive,2013,Urban,Radio Edit,63,Ca$h Out ft. B.o.B.
131,Exclusive,2013,Urban,—,63,Ca$h Out ft. B.o.B.
132,Another Country,2013,Urban,Explicit,70,Ca$h Out ft. Future
133,Another Country,2013,Urban,Radio Edit,70,Ca$h Out ft. Future
134,Another Country,2013,Urban,Explicit,70,Ca$h Out ft. Future
135,Another Country,2013,Urban,Radio Edit,70,Ca$h Out ft. Future
136,Ran Up A Check,2016,Urban,Explicit,65,Ca$h Out ft. Lil Yachty
137,Hold Up,2012,Urban,—,63,Ca$h Out ft. Wale
138,Hold Up,2012,—,A Cappella - Explicit,63,Ca$h Out ft. Wale
139,Hold Up,2012,Urban,s,125,Ca$h Out ft. Wale
140,Hold Up,2012,—, Quick Edit*,125,Ca$h Out ft. Wale
141,Hold Up,2012,—,Instrumental,63,Ca$h Out ft. Wale
142,Hold Up,2012,Urban, Quick Edit,125,Ca$h Out ft. Wale
143,40s & OJ,2016,Urban,Explicit,76,Ca$h Ryan
144,Come To You,2004,Rock,—,112,Caidema
145,Rise Up (Lazarus),2020,Christian,—,87,CAIN
146,All The Things,2019,Christian,Radio,130,Caitie Hurst
147,How Could I Be Silent,2018,Other,—,86,Caitie Hurst
148,Lights,2019,Other,—,94,Caitie Hurst
149,Walkin' On The Water,2018,Other,—,108,Caitie Hurst
150,Still Have My Heart,2009,Top 40,—,91,Caitlin Crosby
151,Home,2013,Country,—,115,Caitlin Linney
152,Home,2013,Country,—,115,Caitlin Linney
153,Perculator,—,Booty Bass,Original,127,Cajemere
154,Biggest Mistake,2007,—,Etienne Ozborne Remix,128,Cajjmere Wray ft. Sasha
155,Biggest Mistake,2008,—,Etienne Ozborne Remix,128,Cajmere Wray ft. Sasha
156,Echoplex,2000,—,Original Mix,136,Cajun
157,You Turn The Screws,1999,—,—,95,Cake
158,Poultrygeist,2006,Ska,—,135,Calamari Safari
159,Devil Went Down To Georgia,2020,Polka,—,125,Calamity Jane ft. Camille Rae
160,Sculptured,2004,Progressive House,Flipside Extended Club Mix,128,Calanit
161,Sculptured (Do-Dee-Dee-Deem-Dum),2005,Dance,—,128,Calanit
162,Modulation,2007,—,Manuel De La Mare 'Saturn' Mix,128,Calbos
163,Envy Me,2019,Hip-Hop,PO Clean Edit,75,Calboy
164,Envy Me,2019,Hip-Hop,Instrumental,75,Calboy
165,Envy Me,2019,Hip-Hop,Explicit,75,Calboy
166,Barbarian,2020,Hip-Hop,—,75,Calboy ft. Lil Tjay
167,Barbarian,2020,Hip-Hop,Dj Slique Intro Edit - Clean,75,Calboy ft. Lil Tjay
168,Barbarian,2020,Hip-Hop,Dj Slique Quick Edit - Clean,75,Calboy ft. Lil Tjay
169,Barbarian,2020,Hip-Hop,PO Clean Edit,75,Calboy ft. Lil Tjay
170,Barbarian,2020,Hip-Hop,—,75,Calboy ft. Lil Tjay
171,Barbarian,2020,Hip-Hop,Dj Slique Intro Edit - Clean,75,Calboy ft. Lil Tjay
172,Barbarian,2020,Hip-Hop,Dj Slique Quick Edit - Clean,75,Calboy ft. Lil Tjay
173,Barbarian,2020,Hip-Hop,PO Clean Edit,75,Calboy ft. Lil Tjay
174,Go Mad,2006,—,—,125,Caleb Kane
175,Yours To Hold,2014,—,Radio Edit,72,Caleb Ray
176,All I Need Is You,2010,—,Main,58,Caleb Rowden
177,Love Song For A King,2009,—,—,130,Caleb Rowden
178,Made,2009,—,—,107,Caleb Rowden
179,Your Word Remains,2011,—,Album Version,112,Caleb Rowden
180,I Like Where This Is Going,2019,Ballad,—,78,Cale Dodds
181,Take You Back,2018,Ballad,—,80,Cale Dodds
182,Hunndo (We Can Do It),2016,Urban,—,65,Cal El
183,Cruel,2006,—,—,142,Calexico
184,312,2016,Urban,Explicit,119,Calez
185,Carol Of The Bells,2007,—,—,110,Cali
186,Get Up,2007,—,Album,105,Cali
187,Get Up,2007,Christian,—,105,Cali
188,Think,2005,—,Main Mix,152,Calibe
189,Wheel Up,2005,—,—,110,Calibe
190,Holla Back,2004,Urban,—,98,Caliber
191,Mi Sorpresa Fuiste Tu,2018,Banda,—,54,Calibre 50
192,Mitad Y Mitad,2018,Banda,—,83,Calibre 50
193,Mujer De Todos Mujer De Nadie,2012,—,—,74,Calibre 50
194,"Mujer De Todos, Mujer De Nadie",2012,—,—,74,Calibre 50
195,Ni Que Estuvieras Tan Buena,2013,—,—,92,Calibre 50
196,Por Que Cambiaste De Opinion,2019,Latin,—,68,Calibre 50
197,Prestamela A Mi,2016,Banda,—,72,Calibre 50
198,Siempre Te Voy A Querer,2017,Banda,—,43,Calibre 50
199,Simplemente Gracias,2019,Banda,—,65,Calibre 50
200,Tus Latidos,2014,Banda,—,70,Calibre 50
201,,,,,,
202,Volvere A Amar,2017,Banda,—,61,Calibre 50
203,Gente Batallosa,2012,—,—,174,Calibre 50 ft. Banda Carnaval
204,Elephant Stomp,2015,Top 40,—,94,Calibre ft. Jahna Sebastian
205,Elephant Stomp,2015,Top 40,—,94,Calibre ft. Jahna Sebastian
206,El Piojo Y La Pulga,2006,—,—,93,California Show
207,Teach Me How To Dougie,2010,Urban, Clean Edit,85,California Swag District
208,Light Year,2018,Pop,—,74,California Wives
209,Patience,2003,—,Original Mix,135,Calija
210,Bum Out (Drive Fast),2011,—,—,83,Cali Swag District
211,Burn Out (Drive Fast),2011,—,—,83,Cali Swag District
212,Burn Out (Drive Fast),2011,—, Clean Edit,83,Cali Swag District
213,Kickback,2011,Urban,—,100,Cali Swag District
214,Kickback,2011,Urban, Clean Edit,100,Cali Swag District
215,Teach Me How To Dougie,2014,Urban,—,85,Cali Swag District
216,Teach Me How To Dougie,2010,—, Clean Edit,85,Cali Swag District
217,Teach Me How To Dougie,2014,Urban, Quick Edit*,85,Cali Swag District
218,The Kickback,2011,Urban,—,100,Cali Swag District
219,Bum Out (Drive Fast),2011,—,—,83,Cali Swag District
220,Burn Out (Drive Fast),2011,—,—,83,Cali Swag District
221,Burn Out (Drive Fast),2011,—, Clean Edit,83,Cali Swag District
222,Kickback,2011,Urban,—,100,Cali Swag District
223,Kickback,2011,Urban, Clean Edit,100,Cali Swag District
224,Teach Me How To Dougie,2014,Urban,—,85,Cali Swag District
225,Teach Me How To Dougie,2010,—, Clean Edit,85,Cali Swag District
226,Teach Me How To Dougie,2014,Urban, Quick Edit*,85,Cali Swag District
227,The Kickback,2011,Urban,—,100,Cali Swag District
228,Bum Out (Drive Fast),2011,—,—,83,Cali Swag District
229,Burn Out (Drive Fast),2011,—,—,83,Cali Swag District
230,Burn Out (Drive Fast),2011,—, Clean Edit,83,Cali Swag District
231,Kickback,2011,Urban,—,100,Cali Swag District
232,Kickback,2011,Urban, Clean Edit,100,Cali Swag District
233,Teach Me How To Dougie,2014,Urban,—,85,Cali Swag District
234,Teach Me How To Dougie,2010,—, Clean Edit,85,Cali Swag District
235,Teach Me How To Dougie,2014,Urban, Quick Edit*,85,Cali Swag District
236,The Kickback,2011,Urban,—,100,Cali Swag District
237,Bum Out (Drive Fast),2011,—,—,83,Cali Swag District
238,Burn Out (Drive Fast),2011,—,—,83,Cali Swag District
239,Burn Out (Drive Fast),2011,—, Clean Edit,83,Cali Swag District
240,Kickback,2011,Urban,—,100,Cali Swag District
241,Kickback,2011,Urban, Clean Edit,100,Cali Swag District
242,Teach Me How To Dougie,2014,Urban,—,85,Cali Swag District
243,Teach Me How To Dougie,2010,—, Clean Edit,85,Cali Swag District
244,Teach Me How To Dougie,2014,Urban, Quick Edit*,85,Cali Swag District
245,The Kickback,2011,Urban,—,100,Cali Swag District
246,Where You Are,2010,Urban,—,104,Cali Swag District ft. Michael Jackson
247,Ay Corazon,2019,Latin,—,86,Cali Y El Dandee
248,La Estrategia,2017,Latin,—,79,Cali Y El Dandee
249,Ay Corazon,2019,Latin,—,86,Cali Y El Dandee
250,La Estrategia,2017,Latin,—,79,Cali Y El Dandee
251,Lumbra,2017,Latin,—,92,Cali Y El Dandee ft. Shaggy
252,Lumbra,2017,Latin,—,92,Cali Y El Dandee ft. Shaggy
253,Lumbra,2017,Latin,—,92,Cali Y El Dandee ft. Shaggy
254,Lumbra,2017,Latin,—,92,Cali Y El Dandee ft. Shaggy
255,Lumbra,2017,Latin,—,92,Cali Y El Dandee ft. Shaggy
256,Lumbra,2017,Latin,—,92,Cali Y El Dandee ft. Shaggy
257,Pa'l Norte,2007,Reggaeton,Radio Clean Edit,84,Calle 13
258,Se Vale To To,2005,Latin Pop,—,88,Calle 13
259,Suave,2006,—,—,92,Calle 13
260,Suave,2006,—,Blass Remix,92,Calle 13
261,Suave,2007,—,DJ Blass Remix,92,Calle 13
262,Tango Del Pecado,2007,—,—,88,Calle 13
263,Un Beso De Desayuno,2008,—,—,85,Calle 13
264,Vamo' A Portarnos Mal,2010,—,—,160,Calle 13
265,Yes,2005,—,—,88,Calle 13
266,No Hay Nadie Como Tu,2008,—,—,100,Calle 13 ft. Cafe Tacuba
267,No Hay Nadie Como Tu,2008,—,Radio Edit,100,Calle 13 ft. Cafe Tacuba
268,No Hay Nadie Como Tu,2008,—,—,100,Calle 13 ft. Cafe Tacuba
269,No Hay Nadie Como Tu,2008,—,Radio Edit,100,Calle 13 ft. Cafe Tacuba
270,Pa'l Norte,2007,—,—,84,Calle 13 ft. Orishas
271,Pa'l Norte,2007,—,—,84,Calle 13 ft. Orishas
272,La Perla,2009,—,Radio Edit,90,Calle 13 ft. Ruben Blades
273,La Perla,2009,—,—,90,Calle 13 ft. Ruben Blades
274,Ojos Color Sol,2014,—,—,78,Calle 13 ft. Silvio Rodriguez
275,La Cumbia De Los Aburridos,2007,—,—,125,Calle 13 Residente O Visitante
276,Volvere,2004,—,—,78,Callejon
277,Te Seguire,2004,—,—,80,Callejon 8
278,Hung Me On The Line,2016,Country,—,95,Callie Twisselman
279,Carry Me,2015,Other,—,72,Calling Glory
280,Child Of Heaven,2017,Other,—,143,Calling Glory
281,My Redeemer,2018,Other,—,73,Calling Glory
282,Teach Me To Love,2013,—,—,126,Calling Glory
283,Monster (Under My Bed),2019,—,Clean,73,Call Me Karizma
284,Monster (Under My Bed),2019,Rock,—,73,Call Me Karizma
285,Serotonin,2019,Top 40,—,80,Call Me Karizma
286,Thankful For The Mic Cord,2003,—,—,96,Cal Logic
287,I Wanna Be Rich,2006,—,—,114,Calloway
288,Small Talk,2014,Rock,—,122,Call Security
289,La Colegiala,2009,—,—,105,Calo ft. Margarita La Diosa de la Cumbia
290,Guachi Guaro,2006,—,Carl Cox Dub Version,128,Cal Tjader
291,Dancing On My Own,2016,Pop,—,56,Calum Scott
292,Dancing On My Own,2017,Dance,Tiesto Remix,122,Calum Scott
293,Dancing On My Own,2017,Dance,Skinny Kidz Remix Radio,128,Calum Scott
294,Dancing On My Own,2017,—,2db Radio Edit,128,Calum Scott
295,Dancing On My Own,2017,—,Danny Verde Radio Edit,127,Calum Scott
296,Dancing On My Own,2017,Electronica,2db Remix,128,Calum Scott
297,No Matter What,2019,Top 40,—,128,Calum Scott
298,Rhythm Inside,2017,Top 40,—,120,Calum Scott
299,You Are The Reason,2018,Top 40,—,114,Calum Scott
300,Buggin',2009,—,Original Mix,126,Calvertron
301,Buggin',2009,—,Original Mix,126,Calvertron
302,Ready For The Weekend,2009,—,—,138,Calvin Harris
303,Summer,2014,Dance,Club Killers Festival Trap Mix,70,Calvin Harris
304,Summer,2014,Dance, Quick Edit*,128,Calvin Harris
305,Summer,2014,Dance,R3hab & Ummet Ozcan Remix,128,Calvin Harris
306,Summer,2014,Dance, Quick Edit,128,Calvin Harris
307,Summer,2014,—,Club Killers Festival Trap Remix - Extended Mix,140,Calvin Harris
308,Summer,2014,Dance,—,128,Calvin Harris
309,You Used To Hold Me,2010,—,Laidback Luke Mix,129,Calvin Harris
310,You Used To Hold Me,2010,Dance,—,130,Calvin Harris
311,You Used To Hold Me,2010,—,Extended Mix,129,Calvin Harris
312,,,,,,
313,Ready For The Weekend,2009,—,—,138,Calvin Harris
314,Summer,2014,Dance,Club Killers Festival Trap Mix,70,Calvin Harris
315,Summer,2014,Dance, Quick Edit*,128,Calvin Harris
316,Summer,2014,Dance,R3hab & Ummet Ozcan Remix,128,Calvin Harris
317,Summer,2014,Dance, Quick Edit,128,Calvin Harris
318,Summer,2014,—,Club Killers Festival Trap Remix - Extended Mix,140,Calvin Harris
319,Summer,2014,Dance,—,128,Calvin Harris
320,You Used To Hold Me,2010,—,Laidback Luke Mix,129,Calvin Harris
321,You Used To Hold Me,2010,Dance,—,130,Calvin Harris
322,You Used To Hold Me,2010,—,Extended Mix,129,Calvin Harris
323,,,,,,
324,Ready For The Weekend,2009,—,—,138,Calvin Harris
325,Summer,2014,Dance,Club Killers Festival Trap Mix,70,Calvin Harris
326,Summer,2014,Dance, Quick Edit*,128,Calvin Harris
327,Summer,2014,Dance,R3hab & Ummet Ozcan Remix,128,Calvin Harris
328,Summer,2014,Dance, Quick Edit,128,Calvin Harris
329,Summer,2014,—,Club Killers Festival Trap Remix - Extended Mix,140,Calvin Harris
330,Summer,2014,Dance,—,128,Calvin Harris
331,You Used To Hold Me,2010,—,Laidback Luke Mix,129,Calvin Harris
332,You Used To Hold Me,2010,Dance,—,130,Calvin Harris
333,You Used To Hold Me,2010,—,Extended Mix,129,Calvin Harris
334,,,,,,
335,Ready For The Weekend,2009,—,—,138,Calvin Harris
336,Summer,2014,Dance,Club Killers Festival Trap Mix,70,Calvin Harris
337,Summer,2014,Dance, Quick Edit*,128,Calvin Harris
338,Summer,2014,Dance,R3hab & Ummet Ozcan Remix,128,Calvin Harris
339,Summer,2014,Dance, Quick Edit,128,Calvin Harris
340,Summer,2014,—,Club Killers Festival Trap Remix - Extended Mix,140,Calvin Harris
341,Summer,2014,Dance,—,128,Calvin Harris
342,You Used To Hold Me,2010,—,Laidback Luke Mix,129,Calvin Harris
343,You Used To Hold Me,2010,Dance,—,130,Calvin Harris
344,You Used To Hold Me,2010,—,Extended Mix,129,Calvin Harris
345,,,,,,
346,Thinking About You,2016,—,Intro Edit,128,Calvin Harris ft. Ayah Marar
347,Thinking About You,2013,—, Quick Edit,128,Calvin Harris ft. Ayah Marar
348,Thinking About You,2013,—,EDX Club Mix,128,Calvin Harris ft. Ayah Marar
349,Thinking About You,2013,—,Radio Edit,128,Calvin Harris ft. Ayah Marar
350,Thinking About You,2013,Dance, Quick Edit*,128,Calvin Harris ft. Ayah Marar
351,Thinking About You,2013,Dance,—,128,Calvin Harris ft. Ayah Marar
352,Open Wide,2015,Dance, Quick Edit*,128,Calvin Harris ft. Big Sean
353,Open Wide,2015,Dance,—,128,Calvin Harris ft. Big Sean
354,Open Wide,2015,Dance, Quick Edit,128,Calvin Harris ft. Big Sean
355,Open Wide,2015,Dance,EXPLICIT,128,Calvin Harris ft. Big Sean
356,Open Wide,2015,Dance, Clean Edit,128,Calvin Harris ft. Big Sean
357,One Kiss,2018,—,PopRoXxX Intro Edit,124,Calvin Harris ft. Dua Lipa
358,One Kiss,2018,Top 40,PopRoXxX Quick Edit,124,Calvin Harris ft. Dua Lipa
359,One Kiss,2018,Dance,—,124,Calvin Harris ft. Dua Lipa
360,I Need Your Love,2013,Dance, Nicky Romero Quick Edit*,125,Calvin Harris ft. Ellie Goulding
361,I Need Your Love,2013,Dance,Nicky Romero Remix,125,Calvin Harris ft. Ellie Goulding
362,I Need Your Love,2013,Dance, Nicky Romero Intro Edit*,125,Calvin Harris ft. Ellie Goulding
363,I Need Your Love,2013,—,Original Edit,125,Calvin Harris ft. Ellie Goulding
364,I Need Your Love,2013,—, Nicky Romero Intro Edit,125,Calvin Harris ft. Ellie Goulding
365,I Need Your Love,2013,Dance,—,125,Calvin Harris ft. Ellie Goulding
366,I Need Your Love,2013,—,Nicky Romero Radio Edit,125,Calvin Harris ft. Ellie Goulding
367,I Need Your Love,2013,—, Nicky Romero Quick Edit,125,Calvin Harris ft. Ellie Goulding
368,Outside,2015,Dance, Quick Edit,128,Calvin Harris ft. Ellie Goulding
369,Outside,2015,Dance,—,128,Calvin Harris ft. Ellie Goulding
370,,,,,,
371,Outside,2015,Top 40, Quick Edit*,128,Calvin Harris ft. Ellie Goulding
372,Outside,2015,Dance,Oliver Heldens Remix,126,Calvin Harris ft. Ellie Goulding
373,Outside,2015,Dance,Hardwell Remix,128,Calvin Harris ft. Ellie Goulding
374,We'll Be Coming Back,2012,—, Quick Edit,128,Calvin Harris ft. Example
375,We'll Be Coming Back,2012,—,R3hab EDC Vegas Remix,128,Calvin Harris ft. Example
376,We'll Be Coming Back,2012,Dance,—,128,Calvin Harris ft. Example
377,Sweet Nothing,2012,—,Tiesto Remix,128,Calvin Harris ft. Florence Welch
378,Sweet Nothing,2012,—,* *,128,Calvin Harris ft. Florence Welch
379,Sweet Nothing,2013,Dance, Quick Edit*,128,Calvin Harris ft. Florence Welch
380,Sweet Nothing,2013,—, Quick Edit,128,Calvin Harris ft. Florence Welch
381,Sweet Nothing,2013,—,—,128,Calvin Harris ft. Florence Welch
382,Sweet Nothing,2012,—,Tiesto Remix,128,Calvin Harris ft. Florence Welch
383,Sweet Nothing,2012,—,* *,128,Calvin Harris ft. Florence Welch
384,Sweet Nothing,2013,Dance, Quick Edit*,128,Calvin Harris ft. Florence Welch
385,Sweet Nothing,2013,—, Quick Edit,128,Calvin Harris ft. Florence Welch
386,Sweet Nothing,2013,—,—,128,Calvin Harris ft. Florence Welch
387,Sweet Nothing,2012,—,Tiesto Remix,128,Calvin Harris ft. Florence Welch
388,Sweet Nothing,2012,—,* *,128,Calvin Harris ft. Florence Welch
389,Sweet Nothing,2013,Dance, Quick Edit*,128,Calvin Harris ft. Florence Welch
390,Sweet Nothing,2013,—, Quick Edit,128,Calvin Harris ft. Florence Welch
391,Sweet Nothing,2013,—,—,128,Calvin Harris ft. Florence Welch
392,Pray To God,2015,Dance,R3hab Remix,128,Calvin Harris ft. HAIM
393,Pray To God,2015,Top 40,—,120,Calvin Harris ft. HAIM
394,Pray To God,2015,Dance, Quick Edit,120,Calvin Harris ft. HAIM
395,Pray To God,2015,Dance, Quick Edit*,120,Calvin Harris ft. HAIM
396,Blame,2015,—,—,128,Calvin Harris ft. John Newman
397,Blame,2015,Dance, Lyric Video*,128,Calvin Harris ft. John Newman
398,Blame,2015,Dance,R3hab Remix,130,Calvin Harris ft. John Newman
399,Blame,2015,—,—,128,Calvin Harris ft. John Newman
400,Blame,2015,Dance, Lyric Video*,128,Calvin Harris ft. John Newman
401,Blame,2015,Dance,R3hab Remix,130,Calvin Harris ft. John Newman
402,Bounce,2011,Dance,—,128,Calvin Harris ft. Kelis
403,Bounce,2011,—,R3hab Remix,128,Calvin Harris ft. Kelis
404,Bounce,2014,Dance,Snapcast Edit*,128,Calvin Harris ft. Kelis
405,Let's Go,2012,Dance, Quick Edit*,128,Calvin Harris ft. Ne-Yo
406,Let's Go,2012,—,Extended Mix,128,Calvin Harris ft. Ne-Yo
407,Let's Go,2012,—,—,128,Calvin Harris ft. Ne-Yo
408,Let's Go,2012,—, Quick Edit,128,Calvin Harris ft. Ne-Yo
409,Nuh Ready Nuh Ready,2018,—,PopRoXxX Intro Edit,116,Calvin Harris ft. PARTYNEXTDOOR
410,Nuh Ready Nuh Ready,2018,Top 40,PopRoXxX Quick Edit,116,Calvin Harris ft. PARTYNEXTDOOR
411,Nuh Ready Nuh Ready,2018,Dance,—,116,Calvin Harris ft. PARTYNEXTDOOR
412,Nuh Ready Nuh Ready,2018,Pop,Clean Edit,116,Calvin Harris ft. PARTYNEXTDOOR
413,Nuh Ready Nuh Ready,2018,—,Instrumental,116,Calvin Harris ft. PARTYNEXTDOOR
